Año,Trimestre,Provincia,Accesos por cada 100 hab
2018,4,Río Negro,15.95203344497131
2018,4,Salta,9.639884990122159
2018,4,San Juan,8.125067548299477
2018,4,San Luis,19.33254930922928
2018,4,Santa Cruz,7.049080016507051
2018,4,Santa Fe,20.62373640643868
2018,4,Santiago Del Estero,9.2821177795649
2018,4,Tierra Del Fuego,27.74878531581789
2018,4,Tucumán,10.34412043643957
2018,3,Buenos Aires,20.95908740104848
2018,3,Capital Federal,45.37709204560748
2018,3,Catamarca,8.373046550087581
2018,3,Chaco,8.628583509513742
2018,3,Chubut,17.28630822939319
2018,3,Córdoba,19.66915749676994
2018,3,Corrientes,9.018948170247882
2018,3,Entre Ríos,15.01620821074123
2018,3,Formosa,7.527949810312109
2018,3,Jujuy,5.949165647225797
2018,3,La Pampa,23.64056278957734
2018,3,La Rioja,13.50548452019236
2018,3,Mendoza,10.60196923196676
2018,3,Misiones,8.74450949017475
2018,3,Neuquén,18.00545170979133
2018,3,Río Negro,15.54657245829869
2018,3,Salta,9.549341341721156
2018,3,San Juan,8.419357955569252
2018,3,San Luis,14.9833598756571
2018,3,Santa Cruz,9.738987459252597
2018,3,Santa Fe,19.93910698273206
2018,3,Santiago Del Estero,8.996517443513934
2018,3,Tierra Del Fuego,27.50602169621675
2018,3,Tucumán,10.32513753498697
2018,2,Buenos Aires,20.37458232443512
2018,2,Capital Federal,44.63257774678804
2018,2,Catamarca,8.35838388395506
2018,2,Chaco,8.353123614291734
2018,2,Chubut,16.83048512914407
2018,2,Córdoba,19.37319855169601
2018,2,Corrientes,8.903247385340823
2018,2,Entre Ríos,14.71164845350587
2018,2,Formosa,7.491907616509303
2018,2,Jujuy,5.992397476801417
2018,2,La Pampa,23.40701065826804
2018,2,La Rioja,13.5709228844089
2018,2,Mendoza,10.31822644315096
2018,2,Misiones,8.61598877251767
2018,2,Neuquén,17.93187781036925
2018,2,Río Negro,15.42558308937726
2018,2,Salta,9.673102808845783
2018,2,San Juan,8.392841711641646
2018,2,San Luis,4.336137508962927
2018,2,Santa Cruz,9.919588050940062
2018,2,Santa Fe,19.67559153068211
2018,2,Santiago Del Estero,8.750160589339375
2018,2,Tierra Del Fuego,27.16231651599105
2018,2,Tucumán,10.2836712071486
2018,1,Buenos Aires,20.27965291057949
2018,1,Capital Federal,44.56296132041786
2018,1,Catamarca,8.342098537275874
2018,1,Chaco,8.240328535251999
2018,1,Chubut,16.46632655634093
2018,1,Córdoba,19.44738107333975
2018,1,Corrientes,8.60133260210877
2018,1,Entre Ríos,14.55567345632539
2018,1,Formosa,5.448009828258265
2018,1,Jujuy,5.912829505826147
2018,1,La Pampa,23.64124866231016
2018,1,La Rioja,13.69477006311993
2018,1,Mendoza,10.34584309196791
2018,1,Misiones,8.432278416607307
2018,1,Neuquén,18.31283869735193
2018,1,Río Negro,15.32356709154369
2018,1,Salta,9.633845443846392
2018,1,San Juan,8.306800710570991
2018,1,San Luis,4.335615022675048
2018,1,Santa Cruz,9.98473486255572
2018,1,Santa Fe,19.58468236875741
2018,1,Santiago Del Estero,8.683504190530646
2018,1,Tierra Del Fuego,19.33152333431171
2018,1,Tucumán,10.20017735005514
2017,4,Buenos Aires,18.61464924835486
2017,4,Capital Federal,51.6167209151056
2017,4,Catamarca,7.280600419229377
2017,4,Chaco,8.234501979468078
2017,4,Chubut,15.77581593080522
2017,4,Córdoba,19.39085778679312
2017,4,Corrientes,8.562263620309615
2017,4,Entre Ríos,14.31763518018358
2017,4,Formosa,5.414060072151437
2017,4,Jujuy,5.81583543877829
2017,4,La Pampa,23.4099297739188
2017,4,La Rioja,13.72796566035949
2017,4,Mendoza,9.300280994440511
2017,4,Misiones,8.482789477895514
2017,4,Neuquén,18.2308851652642
2017,4,Río Negro,15.18781366272272
2017,4,Salta,9.638816535753657
2017,4,San Juan,7.718528602820455
2017,4,San Luis,3.029927240273799
2017,4,Santa Cruz,8.603821648608145
2017,4,Santa Fe,19.40568047432901
2017,4,Santiago Del Estero,7.228687949666727
2017,4,Tierra Del Fuego,17.75849335302807
2017,4,Tucumán,9.883286960651205
2017,3,Buenos Aires,17.93587097359211
2017,3,Capital Federal,51.2444496511116
2017,3,Catamarca,8.265091234974188
2017,3,Chaco,8.012103738024656
2017,3,Chubut,14.16737183585357
2017,3,Córdoba,19.0769539156083
2017,3,Corrientes,8.470212670540503
2017,3,Entre Ríos,13.74149417929203
2017,3,Formosa,5.43429504811395
2017,3,Jujuy,5.791142800512126
2017,3,La Pampa,22.78080797685614
2017,3,La Rioja,13.70065107981072
2017,3,Mendoza,9.964323465862444
2017,3,Misiones,8.227833589371523
2017,3,Neuquén,18.10848135178631
2017,3,Río Negro,14.92436190772375
2017,3,Salta,9.649427484390076
2017,3,San Juan,8.245115565495915
2017,3,San Luis,4.429809174940647
2017,3,Santa Cruz,9.907366563740627
2017,3,Santa Fe,19.15216489884956
2017,3,Santiago Del Estero,8.716515836151316
2017,3,Tierra Del Fuego,19.49276439686788
2017,3,Tucumán,9.833448455500244
2017,2,Buenos Aires,18.10415648100047
2017,2,Capital Federal,52.23673867512105
2017,2,Catamarca,6.608185687419579
2017,2,Chaco,7.763587198662014
2017,2,Chubut,10.89711488344047
2017,2,Córdoba,18.05661531060883
2017,2,Corrientes,8.265165616133114
2017,2,Entre Ríos,13.57166358566364
2017,2,Formosa,5.08181870616855
2017,2,Jujuy,5.729417105648426
2017,2,La Pampa,20.92081136832455
2017,2,La Rioja,4.313641371128342
2017,2,Mendoza,8.863231962926129
2017,2,Misiones,8.196262181174568
2017,2,Neuquén,18.43063459528346
2017,2,Río Negro,14.1565144707972
2017,2,Salta,7.929941866624195
2017,2,San Juan,6.869062671706707
2017,2,San Luis,2.722999699195193
2017,2,Santa Cruz,7.812000426302888
2017,2,Santa Fe,16.43651927556233
2017,2,Santiago Del Estero,3.504153238618311
2017,2,Tierra Del Fuego,20.30130511507835
2017,2,Tucumán,9.459823731438563
2017,1,Buenos Aires,18.80485503101168
2017,1,Capital Federal,45.68771465417105
2017,1,Catamarca,6.527341318167275
2017,1,Chaco,7.65022534015797
2017,1,Chubut,10.93250339202579
2017,1,Córdoba,17.6522425706022
2017,1,Corrientes,8.147787146784857
2017,1,Entre Ríos,13.42743424500881
2017,1,Formosa,5.050590921688212
2017,1,Jujuy,5.81976940765058
2017,1,La Pampa,20.64904971242997
2017,1,La Rioja,4.311444393660782
2017,1,Mendoza,8.886706245725367
2017,1,Misiones,8.041713210556319
2017,1,Neuquén,18.16625400845477
2017,1,Río Negro,14.15894565563825
2017,1,Salta,7.890126291282177
2017,1,San Juan,6.887390312005832
2017,1,San Luis,2.731983526387754
2017,1,Santa Cruz,7.89382704275053
2017,1,Santa Fe,16.34225474583628
2017,1,Santiago Del Estero,3.648850889800999
2017,1,Tierra Del Fuego,20.43548670566672
2017,1,Tucumán,9.388852799951817
2016,4,Buenos Aires,18.57864073583383
2016,4,Capital Federal,45.78373827727234
2016,4,Catamarca,6.720813040873304
2016,4,Chaco,7.653240095890541
2016,4,Chubut,10.95925491159895
2016,4,Córdoba,17.57129145976522
2016,4,Corrientes,8.119896031116928
2016,4,Entre Ríos,13.45198273919073
2016,4,Formosa,5.02928480990009
2016,4,Jujuy,5.758804384392255
2016,4,La Pampa,20.6707608364078
2016,4,La Rioja,4.350562085368715
2016,4,Mendoza,8.910941733480245
2016,4,Misiones,8.047024567428018
2016,4,Neuquén,17.99324749389082
2016,4,Río Negro,14.17025060948069
2016,4,Salta,7.865487548426057
2016,4,San Juan,6.913287316652287
2016,4,San Luis,2.741026829393892
2016,4,Santa Cruz,7.940780215262837
2016,4,Santa Fe,16.34501197150113
2016,4,Santiago Del Estero,3.719720429331573
2016,4,Tierra Del Fuego,20.57132386392357
2016,4,Tucumán,9.349553397483637
2016,3,Buenos Aires,18.29530859795193
2016,3,Capital Federal,45.85472026772204
2016,3,Catamarca,6.72059087375157
2016,3,Chaco,7.706877803276395
2016,3,Chubut,11.04116958498931
2016,3,Córdoba,17.78550480431242
2016,3,Corrientes,8.161726730902307
2016,3,Entre Ríos,13.55237199614861
2016,3,Formosa,4.733748023050463
2016,3,Jujuy,5.76400350138348
2016,3,La Pampa,20.29482938141208
2016,3,La Rioja,4.529887087279927
2016,3,Mendoza,8.930444449562124
2016,3,Misiones,8.121652823521027
2016,3,Neuquén,17.86215101522843
2016,3,Río Negro,14.22020156522718
2016,3,Salta,7.955372391224448
2016,3,San Juan,6.939188629814689
2016,3,San Luis,2.747242527388725
2016,3,Santa Cruz,7.932484607529773
2016,3,Santa Fe,16.52936193236444
2016,3,Santiago Del Estero,3.794480871177055
2016,3,Tierra Del Fuego,20.3071031925247
2016,3,Tucumán,9.358616360369721
2016,2,Buenos Aires,18.09868456828956
2016,2,Capital Federal,45.59375712104128
2016,2,Catamarca,6.632980570132604
2016,2,Chaco,7.642896733294073
2016,2,Chubut,11.07482478793313
2016,2,Córdoba,17.62034801432021
2016,2,Corrientes,8.053039893831306
2016,2,Entre Ríos,13.37730613469327
2016,2,Formosa,4.930439412017454
2016,2,Jujuy,5.597761384701527
2016,2,La Pampa,19.91385540427254
2016,2,La Rioja,4.493489058934085
2016,2,Mendoza,8.96594364845842
2016,2,Misiones,7.964976216879448
2016,2,Neuquén,17.59417576504377
2016,2,Río Negro,14.22429135615533
2016,2,Salta,7.770812428027119
2016,2,San Juan,6.964997582946448
2016,2,San Luis,2.748730453967681
2016,2,Santa Cruz,7.955357767523354
2016,2,Santa Fe,16.48911930902004
2016,2,Santiago Del Estero,3.943453095409565
2016,2,Tierra Del Fuego,20.0813268442623
2016,2,Tucumán,9.224512334342581
2016,1,Buenos Aires,17.53507921643952
2016,1,Capital Federal,43.75778412718348
2016,1,Catamarca,6.606879526910472
2016,1,Chaco,7.524734075579937
2016,1,Chubut,11.11593149937887
2016,1,Córdoba,16.97266623960855
2016,1,Corrientes,7.940601449315725
2016,1,Entre Ríos,13.14254009567479
2016,1,Formosa,4.858053690123639
2016,1,Jujuy,5.491800261988138
2016,1,La Pampa,19.10177142426683
2016,1,La Rioja,4.496958201540028
2016,1,Mendoza,8.990567825336337
2016,1,Misiones,7.751215322654614
2016,1,Neuquén,16.65921009321782
2016,1,Río Negro,14.14929460475045
2016,1,Salta,7.611315093107192
2016,1,San Juan,6.982387580659241
2016,1,San Luis,2.752950183918377
2016,1,Santa Cruz,8.051419802811122
2016,1,Santa Fe,16.1578043492324
2016,1,Santiago Del Estero,4.032855070541266
2016,1,Tierra Del Fuego,19.6541853628346
2016,1,Tucumán,9.127106142747772
2015,4,Buenos Aires,17.68334885628594
2015,4,Capital Federal,44.83298378098937
2015,4,Catamarca,6.643394374998431
2015,4,Chaco,7.53670916277073
2015,4,Chubut,11.20555210348057
2015,4,Córdoba,17.46916799414709
2015,4,Corrientes,7.950363156694786
2015,4,Entre Ríos,13.12396230809059
2015,4,Formosa,4.830563127165791
2015,4,Jujuy,5.458341251601313
2015,4,La Pampa,19.27216127214966
2015,4,La Rioja,4.577775134234902
2015,4,Mendoza,9.015907568565332
2015,4,Misiones,7.766317103077486
2015,4,Neuquén,17.22630452981118
2015,4,Río Negro,14.18502465829029
2015,4,Salta,7.599850568087338
2015,4,San Juan,7.007150043164227
2015,4,San Luis,2.759291577250979
2015,4,Santa Cruz,8.143243109871943
2015,4,Santa Fe,16.47494316931877
2015,4,Santiago Del Estero,4.197822731421939
2015,4,Tierra Del Fuego,19.44192024093883
2015,4,Tucumán,9.122607419100433
2015,3,Buenos Aires,17.5478839831824
2015,3,Capital Federal,44.91109222814752
2015,3,Catamarca,6.563847396145158
2015,3,Chaco,7.454020298824401
2015,3,Chubut,11.23357816975834
2015,3,Córdoba,17.43073498902532
2015,3,Corrientes,7.925191135920119
2015,3,Entre Ríos,13.02771091437404
2015,3,Formosa,4.783639923880968
2015,3,Jujuy,5.423454555427568
2015,3,La Pampa,19.05558837996502
2015,3,La Rioja,4.550079085806065
2015,3,Mendoza,9.042401990754488
2015,3,Misiones,7.687041384274881
2015,3,Neuquén,16.19521303137122
2015,3,Río Negro,14.21984560217436
2015,3,Salta,7.525378783060509
2015,3,San Juan,7.027462887351242
2015,3,San Luis,2.768811855265225
2015,3,Santa Cruz,8.159354482038923
2015,3,Santa Fe,16.3639671637834
2015,3,Santiago Del Estero,4.237302719178804
2015,3,Tierra Del Fuego,22.04802112197417
2015,3,Tucumán,9.04046893117945
2015,2,Buenos Aires,17.32566254457297
2015,2,Capital Federal,44.08485428379352
2015,2,Catamarca,6.475144864314208
2015,2,Chaco,7.341229538625331
2015,2,Chubut,11.21567809935022
2015,2,Córdoba,17.10652010278288
2015,2,Corrientes,7.790823368355694
2015,2,Entre Ríos,12.8371812612236
2015,2,Formosa,4.673478484721786
2015,2,Jujuy,5.188392481356063
2015,2,La Pampa,18.68532904697587
2015,2,La Rioja,4.494678751214943
2015,2,Mendoza,9.068294493026901
2015,2,Misiones,7.449815014930095
2015,2,Neuquén,15.81417516196262
2015,2,Río Negro,14.14343856592951
2015,2,Salta,7.378443804380798
2015,2,San Juan,7.042097078751527
2015,2,San Luis,2.778618445940834
2015,2,Santa Cruz,8.058063850217536
2015,2,Santa Fe,16.09302585867928
2015,2,Santiago Del Estero,4.246668708507142
2015,2,Tierra Del Fuego,22.09595378004725
2015,2,Tucumán,8.841187690702666
2015,1,Buenos Aires,17.24139343694404
2015,1,Capital Federal,43.65872499007399
2015,1,Catamarca,6.403016990794336
2015,1,Chaco,7.143089175357747
2015,1,Chubut,11.58579877455679
2015,1,Córdoba,16.79362190248589
2015,1,Corrientes,7.642568763996284
2015,1,Entre Ríos,12.60933608698293
2015,1,Formosa,4.62384901660949
2015,1,Jujuy,5.050879913471037
2015,1,La Pampa,18.33234893363197
2015,1,La Rioja,4.462324463144091
2015,1,Mendoza,9.059236417534116
2015,1,Misiones,7.18848302796675
2015,1,Neuquén,15.52625006892123
2015,1,Río Negro,13.99387526238606
2015,1,Salta,7.294642964784742
2015,1,San Juan,7.039582453142129
2015,1,San Luis,2.790401457622043
2015,1,Santa Cruz,8.391896957421542
2015,1,Santa Fe,15.83277329203638
2015,1,Santiago Del Estero,4.244468954778434
2015,1,Tierra Del Fuego,22.16715476458662
2015,1,Tucumán,8.71860866450986
2014,4,Buenos Aires,17.0147634301905
2014,4,Capital Federal,43.60462067663654
2014,4,Catamarca,6.459254980059493
2014,4,Chaco,5.81368220415458
2014,4,Chubut,12.22355578461917
2014,4,Córdoba,16.6557073313017
2014,4,Corrientes,6.174655065970425
2014,4,Entre Ríos,10.71832809518336
2014,4,Formosa,4.549162969289201
2014,4,Jujuy,4.982003512117359
2014,4,La Pampa,16.81652462398743
2014,4,La Rioja,4.496901902725229
2014,4,Mendoza,9.056377705209336
2014,4,Misiones,6.540662222041546
2014,4,Neuquén,15.52866412077054
2014,4,Río Negro,13.88953018584786
2014,4,Salta,7.103785883014793
2014,4,San Juan,7.100961754619733
2014,4,San Luis,2.781956955527201
2014,4,Santa Cruz,8.15757414246012
2014,4,Santa Fe,15.65753285690075
2014,4,Santiago Del Estero,4.26296198713424
2014,4,Tierra Del Fuego,19.34188228072751
2014,4,Tucumán,8.693215352295233
2014,3,Buenos Aires,17.26299843234104
2014,3,Capital Federal,43.20639959292724
2014,3,Catamarca,6.269890252791938
2014,3,Chaco,5.627757222300207
2014,3,Chubut,12.38823407145135
2014,3,Córdoba,16.5601374978714
2014,3,Corrientes,5.986282671911693
2014,3,Entre Ríos,10.43382643585012
2014,3,Formosa,4.512925267126827
2014,3,Jujuy,4.68339443034039
2014,3,La Pampa,18.33753400191527
2014,3,La Rioja,4.379035874747908
2014,3,Mendoza,8.992236937014606
2014,3,Misiones,6.399773666851879
2014,3,Neuquén,16.72668864930931
2014,3,Río Negro,14.15993280620963
2014,3,Salta,7.053549273694012
2014,3,San Juan,7.075248041561395
2014,3,San Luis,2.770051341285783
2014,3,Santa Cruz,8.34323913237982
2014,3,Santa Fe,15.43798865461788
2014,3,Santiago Del Estero,4.082169590293595
2014,3,Tierra Del Fuego,19.34439226278059
2014,3,Tucumán,8.381678430058432
2014,2,Buenos Aires,16.79492543499166
2014,2,Capital Federal,42.97477696142744
2014,2,Catamarca,6.284355435383139
2014,2,Chaco,5.602127567276613
2014,2,Chubut,12.69628936139567
2014,2,Córdoba,16.36540842040531
2014,2,Corrientes,5.945267054468535
2014,2,Entre Ríos,10.37207206586939
2014,2,Formosa,4.464869672895974
2014,2,Jujuy,4.784095434078587
2014,2,La Pampa,16.3790489033622
2014,2,La Rioja,4.393383418787844
2014,2,Mendoza,8.95860097015214
2014,2,Misiones,6.365807425994047
2014,2,Neuquén,15.13756802949831
2014,2,Río Negro,13.94656942326894
2014,2,Salta,7.004015501526469
2014,2,San Juan,7.077771062624967
2014,2,San Luis,2.781512264860477
2014,2,Santa Cruz,8.744673181156902
2014,2,Santa Fe,15.21695742823031
2014,2,Santiago Del Estero,4.143683147939005
2014,2,Tierra Del Fuego,19.08631433655622
2014,2,Tucumán,8.409488588173268
2014,1,Buenos Aires,16.69234601801904
2014,1,Capital Federal,42.65507163058641
2014,1,Catamarca,6.184614520776599
2014,1,Chaco,5.553671463702625
2014,1,Chubut,12.70359013323926
2014,1,Córdoba,16.12518314374939
2014,1,Corrientes,5.891708288681968
2014,1,Entre Ríos,10.30224710483933
2014,1,Formosa,4.444467754793774
2014,1,Jujuy,4.724302778829112
2014,1,La Pampa,15.99406195400671
2014,1,La Rioja,4.353174900044055
2014,1,Mendoza,8.933318322823283
2014,1,Misiones,6.323160981949705
2014,1,Neuquén,14.88226576650749
2014,1,Río Negro,13.867842232252
2014,1,Salta,6.976877486214764
2014,1,San Juan,7.050796578649686
2014,1,San Luis,2.684668505334274
2014,1,Santa Cruz,8.677326900880571
2014,1,Santa Fe,15.07780091940859
2014,1,Santiago Del Estero,4.058899015580628
2014,1,Tierra Del Fuego,19.10492102645171
2014,1,Tucumán,8.307214637543202
